income,employment_length,loan_amount,loan_interest_rate,credit_history_length,max_allowed_loan
80000,28,25000,14.46,11,122941
80000,1,21000,15.62,12,122948
80000,5,21000,10.99,12,122948
105000,4,24000,11.49,8,122957
105000,0,24000,6.99,8,122957
75000,0,12000,7.66,14,122961
75000,0,12000,13.79,15,122961
75000,3,12000,14.27,16,122961
75000,6,12000,13.49,13,122961
70000,0,10000,8.59,15,122962
70000,4,10000,12.87,12,122962
110000,3,20000,6.91,4,122963
110000,9,20000,13.72,3,122963
90000,8,12000,7.51,6,122967
90000,14,12000,11.36,6,122967
90000,2,12000,11.36,5,122967
90000,7,12000,10.36,7,122967
90000,3,12000,10.36,8,122967
90000,5,12000,6.03,8,122967
90000,4,12000,14.27,5,122967
90000,2,12000,6.62,5,122967
90000,1,12000,9.91,6,122967
90000,1,12000,6.03,5,122967
90000,14,12000,11.11,9,122967
90000,14,12000,13.49,8,122967
90000,14,12000,7.9,10,122967
90000,0,12000,9.99,8,122967
90000,0,12000,6.54,7,122967
90000,14,12000,11.49,8,122967
90000,4,12000,9.91,9,122967
90000,14,12000,11.14,7,122967
90000,7,12000,6.62,8,122967
130000,2,20000,12.84,4,122969
130000,6,20000,13.47,4,122969
100000,8,12000,6.91,5,122970
100000,2,12000,12.53,9,122970
100000,3,12000,10.74,7,122970
100000,1,12000,7.51,6,122970
100000,11,12000,10.99,10,122970
100000,11,12000,10.99,9,122970
100000,11,12000,12.42,9,122970
100000,1,12000,11.12,8,122970
100000,11,12000,15.76,9,122970
100000,11,12000,6.03,8,122970
100000,11,12000,6.03,8,122970
100000,5,12000,7.51,9,122970
100000,11,12000,6.03,9,122970
100000,5,12000,7.51,8,122970
100000,11,12000,7.14,5,122970
100000,12,12000,13.49,6,122970
120000,2,15000,15.2,4,122972
120000,7,15000,8.49,3,122972
120000,0,15000,11.48,2,122972
120000,0,15000,8.94,2,122972
120000,7,15000,10.99,2,122972
120000,4,15000,7.9,2,122972
95000,12,10000,7.49,5,122972
95000,5,10000,10.99,10,122972
90000,0,7500,7.14,7,122975
110000,4,9000,13.35,4,122977
110000,4,9000,10.99,4,122977
110000,7,9000,7.14,3,122977
100000,2,7000,11.71,4,122978
100000,4,7000,7.88,3,122978
120000,0,9000,8.94,3,122979
70000,12,3000,7.51,14,122980
70000,2,3000,5.99,15,122980
117832,2,12500,13.16,4,122981
66000,15,2400,11.03,12,122981
90000,8,3000,11.49,7,122985
90000,4,3000,11.14,8,122985
100000,9,2000,10.74,2,122989
75000,0,15000,10.99,14,122989
75000,2,6000,14.72,16,122992
110000,3,20000,13.79,27,123000
69736,17,2500,17.04,13,123007
69736,17,2500,11.36,3,123007
100800,7,8000,11.99,4,123017
69930,5,6300,14.27,14,123041
65000,3,3625,6.03,15,123102
70000,3,2875,16.29,13,123106
72000,14,3600,7.4,16,123113
103000,13,21000,11.48,9,123159
72000,0,10000,12.21,11,123163
74000,4,10000,11.99,15,123164
98000,4,14000,7.51,5,123167
80000,0,4800,7.49,5,123178
112500,2,23000,10.36,2,123211
75000,9,8000,11.99,10,123219
75797,18,5600,7.14,10,123229
95000,1,5000,6.03,10,123231
95000,11,5000,7.68,5,123231
95000,11,5000,7.9,7,123231
95000,11,5000,7.74,9,123231
95000,11,5000,7.51,5,123231
82000,4,12000,11.99,9,123264
67000,5,4000,7.88,16,123276
96000,10,1500,9.88,4,123290
96000,1,1500,6.99,4,123290
112445,4,6000,7.51,2,123294
85000,2,8400,11.99,8,123322
82000,19,14400,6.99,17,123350
92700,1,6400,11.99,8,123358
92000,2,10000,5.42,7,123371
116000,7,10000,6.03,2,123377
92004,13,10000,9.32,9,123377
98000,10,4000,12.42,4,123384
80400,11,1200,14.79,5,123409
90000,5,25000,11.36,10,123448
110000,6,25000,12.42,8,123457
90000,15,16000,10.51,8,123461
81600,0,3000,9.63,6,123463
71000,1,10000,8.94,15,123470
70000,1,6000,11.71,14,123471
72000,4,9000,7.88,13,123471
90000,13,7000,11.11,5,123476
90000,5,7000,12.69,9,123476
72000,7,2500,12.17,6,123483
90000,12,2500,9.91,10,123486
75000,16,11500,7.51,13,123490
102456,3,25000,10.36,10,123515
68400,11,3000,8.88,12,123520
84000,2,15000,13.16,5,123560
84000,0,15000,8.94,7,123560
120000,7,14400,10.25,2,123572
120000,7,14400,13.49,2,123572
113000,2,12000,10.25,2,123574
96000,2,6000,13.22,9,123579
96000,11,6000,14.17,7,123579
88000,2,4000,7.51,7,123582
105000,5,2400,12.42,4,123588
80000,15,14000,6.92,13,123590
70000,1,8000,12.84,11,123591
86000,4,9600,10.99,5,123670
66000,2,5000,14.79,16,123672
78000,8,5000,7.14,10,123677
99000,10,5000,11.49,4,123682
85000,4,25000,13.11,6,123695
105000,11,18000,13.23,5,123714
105000,11,18000,12.73,9,123714
78000,4,12000,13.06,27,123716
125000,7,20000,11.11,4,123717
125000,1,20000,11.86,3,123717
85000,1,8000,11.14,5,123722
85000,16,8000,7.49,6,123722
107000,6,10000,11.71,2,123725
107000,0,10000,10.99,3,123725
73000,17,4000,13.23,5,123728
65000,14,3000,15.33,14,123729
103000,1,5000,7.4,2,123732
69600,11,5000,14.84,11,123734
96000,10,25000,6.99,5,123751
72000,11,13000,16.4,12,123757
112000,7,5000,14.27,2,123784
98850,6,19500,7.74,8,123792
70000,5,5000,9.91,12,123792
124080,2,25000,12.18,4,123858
74000,9,13000,8.9,16,123858
70000,0,5600,13.22,11,123872
87000,1,6600,10.62,9,123876
118300,1,18000,12.68,2,123928
82404,8,12000,10.36,7,123930
80000,1,20000,14.27,16,123949
90000,11,20000,13.22,8,123955
90000,1,20000,14.27,8,123955
90000,2,20000,6.62,5,123955
90000,11,20000,13.22,6,123955
90000,1,20000,9.88,6,123955
80000,6,16000,7.88,8,123956
80000,12,16000,12.42,7,123956
111996,1,16000,9.2,2,123963
80000,12,12000,13.49,7,123963
80000,5,12000,7.49,6,123963
80000,5,12000,7.14,10,123963
80000,6,12000,11.71,9,123963
70000,7,9000,12.87,11,123964
100000,0,16000,11.83,5,123965
100000,7,16000,13.85,7,123965
85000,4,12000,7.29,10,123965
85000,3,12000,10.0,10,123965
85000,3,12000,10.37,8,123965
120000,8,20000,17.56,2,123966
120000,8,20000,10.99,4,123966
120000,8,20000,11.11,3,123966
125000,4,19750,10.62,4,123968
90000,14,11000,10.99,8,123969
115000,7,14000,5.79,4,123972
120000,4,14000,7.49,3,123973
120000,2,14000,10.99,3,123973
110000,8,8000,11.22,3,123979
110000,8,8000,11.49,3,123979
110000,2,8000,7.14,3,123979
110000,8,8000,12.98,4,123979
110000,0,8000,11.14,4,123979
110000,1,8000,7.49,3,123979
110000,0,8000,12.18,2,123979
95004,1,9000,13.16,7,123979
100000,0,6000,11.99,4,123980
100000,3,6000,11.49,2,123980
100000,1,6000,5.42,2,123980
100000,3,6000,8.49,2,123980
80000,8,4000,5.42,10,123980
75000,5,3500,11.49,7,123980
70000,21,2000,7.4,17,123984
72000,2,20000,11.89,17,123987
110000,2,2500,9.99,2,123989
100000,9,1000,10.59,2,123992
93000,11,1500,8.88,5,124040
99300,10,5000,12.84,4,124072
94000,3,7500,5.79,7,124076
81900,4,20000,13.22,15,124132
84000,4,14400,7.49,5,124160
87000,3,15000,11.14,9,124161
96000,7,15000,5.42,10,124164
96000,1,15000,7.88,8,124164
97296,12,12000,12.42,9,124184
90000,12,1800,11.83,6,124188
90000,12,1800,11.36,9,124188
86400,15,14000,7.51,7,124202
85000,0,7500,7.51,7,124223
115000,3,8000,5.99,4,124229
115000,2,8000,7.49,3,124229
95000,11,4000,7.88,7,124233
83200,18,13000,15.7,10,124242
78000,21,20000,11.71,16,124248
89849,13,6000,13.98,9,124259
89849,2,6000,13.98,7,124259
100970,5,12000,11.99,6,124280
101004,2,12000,7.49,9,124326
74000,5,4400,11.48,28,124357
105000,1,12100,5.99,2,124371
80000,6,3600,8.9,9,124381
91000,12,3000,10.99,6,124385
75000,7,18000,6.62,16,124449
85000,18,20000,10.65,10,124452
70000,4,12000,10.74,15,124457
110000,1,24000,11.36,10,124458
110000,5,24000,12.99,6,124458
115000,10,25000,11.86,2,124459
95000,13,18000,7.9,5,124460
95000,12,18000,10.99,9,124460
90000,3,15000,12.42,7,124462
90000,15,15000,14.42,5,124462
90000,4,15000,12.42,8,124462
90000,3,15000,10.59,10,124462
90000,5,15000,8.49,9,124462
90000,5,15000,18.21,9,124462
78000,1,12000,5.42,9,124462
130000,7,25000,10.75,2,124464
130000,0,25000,12.21,3,124464
130000,5,25000,10.99,2,124464
130000,7,25000,11.49,4,124464
70000,5,8500,13.61,17,124465
90000,14,10500,6.03,9,124469
86000,4,20000,10.01,13,124469
72000,1,8000,6.91,13,124471
105000,0,12000,13.57,3,124472
105000,11,12000,5.99,4,124472
70000,12,5000,5.42,15,124474
70000,7,5000,7.43,13,124474
90000,13,6000,6.99,9,124478
90000,4,6000,7.14,5,124478
90000,5,6000,7.88,5,124478
90000,1,6000,8.49,10,124478
90000,6,6000,5.42,6,124478
90000,5,6000,11.12,6,124478
110000,0,7500,8.94,2,124479
75000,0,3000,9.91,7,124481
70800,6,10000,15.21,13,124482
85000,1,3000,7.66,7,124484
110000,7,2000,10.74,3,124490
103641,9,5000,10.59,4,124534
93492,16,25000,10.99,7,124537
78000,0,8000,12.98,8,124570
86400,5,5000,7.29,8,124579
96000,3,5000,6.62,8,124581
108000,3,5000,10.36,3,124583
122400,6,10000,13.98,4,124618
109200,4,6400,14.27,3,124621
99000,4,9000,7.51,5,124624
95000,3,3600,14.72,7,124634
104525,9,6000,5.42,4,124637
91200,6,3000,11.48,8,124665
69996,0,4800,10.2,13,124667
66000,7,4000,11.66,12,124675
99000,2,4000,12.69,2,124684
85000,2,24000,11.71,10,124696
75000,4,14000,9.88,11,124706
84996,1,7000,10.95,10,124718
85000,4,7000,6.03,6,124724
85000,15,7000,6.92,8,124724
72000,6,12000,10.99,16,124758
108000,5,21000,11.71,6,124761
102000,11,18000,10.0,10,124762
102000,12,18000,8.49,9,124762
120000,1,13200,11.14,4,124774
102000,10,7800,7.51,2,124777
91228,3,12000,11.89,9,124809
106925,11,19500,10.99,10,124811
99518,10,4500,7.74,3,124856
124080,3,24000,14.22,4,124859
115000,4,7300,8.94,2,124930
128000,8,35000,8.9,2,124953
67000,3,1000,14.72,13,124955
70000,4,11500,7.51,15,124958
100000,4,20000,6.17,10,124959
100000,5,20000,13.23,7,124959
100000,0,20000,11.71,8,124959
100000,9,20000,11.48,7,124959
120000,4,25000,13.72,3,124960
120000,4,25000,16.45,3,124960
120000,9,25000,10.37,4,124960
120000,7,25000,9.99,4,124960
120000,5,25000,17.9,3,124960
120000,9,25000,9.91,4,124960
120000,1,25000,12.87,4,124960
120000,9,25000,14.65,4,124960
120000,9,25000,16.08,4,124960
79800,11,2700,10.99,7,124963
75000,2,10000,13.49,16,124964
75000,4,10000,10.99,13,124964
100000,1,15000,11.83,10,124966
100000,3,15000,11.11,7,124966
100000,3,15000,7.88,9,124966
100000,6,15000,12.87,9,124966
100000,5,15000,7.88,10,124966
100000,12,15000,13.85,10,124966
100000,12,15000,6.99,7,124966
100000,3,15000,16.35,9,124966
100000,12,15000,13.11,6,124966
100000,7,15000,18.43,5,124966
100000,5,15000,7.9,8,124966
100000,0,15000,15.96,9,124966
100000,7,15000,12.04,6,124966
99996,3,10000,12.73,10,124968
90000,1,10000,12.69,5,124970
90000,1,10000,12.69,8,124970
90000,2,10000,8.1,6,124970
90000,11,10000,7.88,10,124970
90000,2,10000,11.83,8,124970
90000,3,10000,10.75,6,124970
90000,14,10000,13.92,8,124970
90000,14,10000,6.91,10,124970
90000,14,10000,10.65,7,124970
90000,11,10000,6.62,5,124970
90000,11,10000,6.92,8,124970
90000,3,10000,11.49,9,124970
90000,0,10000,12.68,7,124970
90000,4,10000,10.75,8,124970
100000,4,10000,13.57,9,124973
100000,11,10000,12.87,5,124973
100000,2,10000,6.54,10,124973
100000,7,10000,7.9,6,124973
100000,11,10000,14.74,5,124973
100000,0,10000,7.29,6,124973
100000,7,10000,10.59,6,124973
100000,2,10000,6.54,6,124973
100000,4,10000,10.59,9,124973
100000,0,10000,10.59,9,124973
100000,1,10000,11.36,10,124973
100000,2,10000,11.14,6,124973
120000,8,13000,5.42,2,124974
120000,7,13000,7.88,4,124974
120000,2,13000,10.99,4,124974
108000,3,10000,6.62,4,124975
95000,10,8000,6.76,5,124975
95000,1,8000,12.21,10,124975
95000,1,8000,13.99,5,124975
95000,5,8000,9.62,10,124975
95000,12,8000,9.63,7,124975
110000,8,7000,6.76,4,124980
86000,14,4000,5.42,8,124981
120000,6,7000,6.76,4,124982
120000,4,7000,7.49,2,124982
104000,6,5000,7.68,4,124982
100000,10,5000,12.42,2,124982
100000,3,5000,7.49,4,124982
100000,4,5000,11.36,4,124982
100000,1,5000,7.49,2,124982
100000,0,5000,5.42,3,124982
100000,1,5000,13.57,2,124982
100000,10,5000,10.75,2,124982
80000,1,3000,9.63,5,124982
75000,3,7000,16.29,15,124992
127000,1,21000,14.74,3,125017
78000,4,6000,11.58,11,125033
115275,7,7500,11.28,2,125046
115275,7,7500,11.28,2,125046
106000,12,18000,8.49,7,125064
103000,2,8800,6.03,3,125076
102000,10,7500,11.99,4,125077
85757,0,7800,11.83,8,125096
84456,5,10000,10.0,5,125098
73000,3,15000,11.49,15,125149
88000,2,15600,6.17,10,125160
82000,1,6000,7.88,6,125175
88824,8,3600,6.62,10,125177
80000,12,15600,7.49,12,125189
70000,5,3600,6.54,16,125193
85000,2,15000,13.16,5,125210
85000,17,15000,16.0,6,125210
130000,7,24250,11.12,4,125214
85000,7,6500,12.87,6,125225
105000,9,6000,10.99,2,125231
100800,0,10800,10.75,7,125252
81996,9,10000,9.63,6,125260
82000,3,10000,14.79,6,125267
122000,7,15000,7.88,3,125272
82500,15,9975,7.14,13,125316
68400,1,8000,13.85,12,125345
72000,6,10000,6.03,12,125350
78000,8,15000,10.62,15,125356
78000,4,15000,11.49,14,125356
74000,3,11500,9.76,15,125360
75000,4,9600,15.37,12,125365
108000,4,15000,12.21,4,125368
100000,12,9600,11.99,6,125374
120000,0,6600,7.49,2,125382
107000,1,3000,11.71,4,125387
70000,31,9000,8.94,8,125390
80000,8,9000,6.76,19,125397
106925,3,24250,12.18,6,125401
128400,1,35000,13.16,3,125453
82500,1,2400,8.49,6,125460
95000,0,17000,7.9,10,125461
130000,2,24000,6.99,2,125464
130000,7,24000,7.49,3,125464
80004,0,14500,10.75,8,125465
110000,9,12000,11.11,2,125473
110000,5,12000,5.42,2,125473
110000,1,12000,12.18,3,125473
110000,1,12000,17.04,4,125473
110000,4,12000,11.12,3,125473
110000,5,12000,10.65,4,125473
105000,3,11000,11.11,2,125473
80000,3,6500,10.74,8,125473
70000,0,4000,10.37,17,125477
70000,4,4000,7.9,13,125477
90000,6,5000,11.36,7,125479
125004,0,12000,13.11,2,125480
93924,15,20000,9.45,8,125538
120000,3,18400,9.91,2,125567
72000,4,4000,11.49,12,125577
120000,6,6400,8.32,4,125582
96000,0,4000,13.43,9,125583
108000,4,4000,11.71,4,125585
87500,2,10000,6.76,10,125594
113028,3,10000,12.53,2,125610
100000,6,14350,9.63,10,125616
131004,9,25000,9.99,3,125618
100500,11,10000,12.69,8,125648
80000,10,6300,5.79,9,125674
90000,3,4800,11.83,9,125680
81000,14,16000,11.49,10,125706
121352,6,7750,10.37,2,125718
95000,0,12000,8.94,7,125718
95000,1,12000,11.49,10,125718
85000,0,6000,13.06,7,125726
85000,0,6000,9.07,5,125726
120000,7,18225,10.74,4,125743
107000,4,24000,11.71,8,125757
88000,1,15000,13.47,5,125761
108000,11,20000,12.53,5,125762
106000,3,12000,6.54,2,125772
70000,0,3000,7.49,17,125794
98850,12,12500,5.79,5,125859
143000,2,24250,6.03,4,125867
132650,1,20000,11.89,4,125884
83500,3,3500,11.83,5,125907
97000,3,5000,13.49,9,125931
81804,3,9000,7.88,5,125945
115000,7,35000,7.9,9,125948
120000,0,30000,12.69,2,125955
90000,3,18000,16.29,8,125957
90000,6,18000,12.69,5,125957
80000,13,14000,6.62,9,125959
120000,9,24000,10.38,3,125961
69996,13,7000,10.38,11,125961
125000,2,24000,11.36,3,125963
125000,7,24000,5.99,2,125963
80000,18,10000,5.42,10,125966
80000,6,10000,14.17,8,125966
80000,5,10000,5.99,10,125966
80000,0,10000,9.91,8,125966
80000,18,10000,9.63,9,125966
75000,13,9000,10.59,15,125966
92000,14,12000,7.66,8,125967
92000,0,12000,13.16,9,125967
120000,8,18000,13.61,3,125968
85000,4,10000,10.38,9,125968
85000,0,10000,11.71,5,125968
85000,3,10000,14.27,6,125968
85000,2,10000,7.9,8,125968
85000,16,10000,6.03,5,125968
85000,0,10000,9.32,6,125968
85000,11,10000,6.54,6,125968
85000,16,10000,5.42,6,125968
70000,2,7000,7.49,12,125968
117500,3,15000,7.9,4,125971
115000,3,12000,11.86,4,125974
115000,2,12000,7.51,4,125974
115000,8,12000,7.88,3,125974
100000,2,9000,8.94,6,125974
100000,0,9000,7.14,5,125974
80000,2,6000,8.49,10,125974
80000,2,6000,6.17,6,125974
80000,0,6000,5.42,7,125974
80000,13,6000,6.99,8,125974
80000,4,6000,7.51,9,125974
80000,17,6000,5.79,10,125974
80000,4,6000,8.94,5,125974
80000,17,6000,7.4,9,125974
80000,3,6000,6.92,10,125974
80000,17,6000,7.88,5,125974
120000,0,12000,9.63,2,125975
120000,7,12000,11.71,3,125975
120000,0,12000,5.79,2,125975
120000,7,12000,7.51,3,125975
120000,5,12000,10.99,3,125975
70000,2,3500,6.03,13,125978
110000,8,6000,9.88,3,125981
110000,8,6000,14.5,4,125981
110000,8,6000,6.17,4,125981
110000,2,6000,5.79,4,125981
110000,8,6000,6.92,3,125981
110000,1,6000,14.26,2,125981
110000,8,6000,9.63,4,125981
90000,6,4500,12.42,7,125981
120000,7,6000,5.42,4,125983
120000,6,6000,6.03,2,125983
120000,2,6000,11.86,4,125983
120000,2,6000,7.9,2,125983
86000,0,3000,10.37,5,125984
80000,0,2000,7.9,8,125986
75000,4,6000,11.86,11,125992
68000,5,6500,7.51,14,126069
84000,16,10000,8.94,19,126077
78300,1,7000,11.71,7,126082
79000,11,20000,14.59,11,126098
101138,2,20500,13.35,10,126109
121000,7,13000,8.49,4,126124
99000,11,7500,9.76,5,126127
84000,3,25000,16.29,16,126143
105000,9,10300,13.49,3,126174
95000,0,6800,9.63,10,126177
90000,13,4300,10.59,8,126181
80000,2,5000,7.14,14,126193
93000,1,4000,6.0,24,126200
103000,3,12800,6.17,7,126219
75000,9,5000,10.65,7,126225
75000,3,5000,10.99,6,126225
80155,9,10000,7.51,5,126230
96000,4,12900,12.99,7,126267
94000,13,10000,8.9,8,126271
122000,7,14000,10.99,2,126273
98000,4,6000,9.25,9,126279
78000,4,2400,12.42,9,126284
97781,3,5675,7.51,7,126309
91000,15,14700,12.42,6,126312
99000,5,12250,9.88,6,126319
98056,8,6000,7.66,6,126355
78000,4,14000,7.49,13,126357
88000,4,14400,7.88,8,126362
108000,1,14000,10.25,3,126369
84000,4,8000,7.51,10,126371
96000,12,8000,6.99,8,126375
92004,8,7000,9.63,8,126382
96000,7,3200,10.37,5,126385
101000,3,20000,17.39,5,126409
94500,2,20000,11.89,5,126431
105000,10,4800,12.23,3,126433
76872,3,15000,14.65,4,126433
96000,4,3150,5.79,10,126435
70000,4,10000,11.71,12,126461
70000,16,10000,9.88,16,126461
70000,16,10000,10.99,14,126461
70000,9,10000,10.59,14,126461
90000,13,13000,6.92,6,126465
90000,1,13000,13.06,10,126465
78000,19,10000,9.99,10,126465
105000,10,10000,7.51,2,126474
105000,10,10000,5.42,2,126474
105000,10,10000,13.49,3,126474
130000,0,10000,12.18,4,126479
80000,13,1500,5.99,10,126488
85000,7,1000,8.59,8,126491
77000,3,12000,11.49,15,126561
118000,8,15000,12.18,4,126571
102000,6,6000,9.99,3,126580
70000,11,2875,6.54,12,126605
109000,3,15000,10.25,2,126668
102996,0,7200,7.74,3,126673
94800,7,6000,19.03,6,126698
75000,6,12000,13.49,11,126709
75000,19,12000,7.49,14,126709
75000,5,12000,10.99,14,126709
75000,0,12000,10.99,16,126709
94500,2,15000,11.91,8,126713
115000,3,17000,13.85,3,126717
79000,7,6000,7.14,26,126717
95000,12,6250,10.99,5,126728
85000,0,5000,11.14,7,126728
72000,0,10000,8.49,17,126762
88000,1,9600,13.61,10,126770
72000,7,6400,7.14,13,126770
120000,4,11200,10.99,4,126776
89523,13,3000,10.65,6,126792
87000,5,8000,11.49,5,126822
120000,7,5150,6.76,3,126834
72500,4,3625,10.65,15,126853
74000,1,10000,9.63,17,126863
105000,3,9600,6.91,4,126875
112440,8,8000,8.9,2,126907
120000,7,11050,11.48,3,126926
118300,3,15000,13.98,3,126931
115800,8,12000,9.99,3,126934
80000,0,25000,11.49,12,126940
80000,0,25000,10.62,16,126940
80000,14,21000,9.91,13,126946
120000,4,35000,12.73,6,126949
95000,5,25000,9.62,9,126949
95000,16,25000,10.08,7,126949
80000,6,17000,7.51,12,126953
105000,1,20000,11.83,8,126960
80000,5,13000,9.91,7,126960
80000,2,13000,10.99,9,126960
100000,3,18000,10.59,9,126961
120000,3,23000,8.94,3,126962
70000,6,6000,13.23,14,126971
70000,2,6000,11.14,11,126971
90000,2,8000,13.98,5,126973
90000,14,8000,11.49,9,126973
90000,4,8000,7.51,10,126973
90000,3,8000,13.06,7,126973
76000,17,6000,11.49,10,126973
69996,7,2500,10.65,14,126974
120000,7,11000,11.99,3,126976
100000,11,8000,7.14,9,126976
100000,6,8000,5.42,8,126976
80000,4,5000,7.49,9,126977
80000,2,5000,11.99,6,126977
95000,12,6000,7.88,8,126978
88000,1,5000,10.59,9,126979
110000,8,5000,11.49,2,126983
110000,0,5000,5.42,3,126983
110000,8,5000,11.11,2,126983
110000,4,5000,10.36,2,126983
74000,19,2500,10.99,7,126983
66996,4,7000,6.92,13,126983
120000,0,5000,7.14,4,126984
120000,6,5000,10.74,3,126984
120000,6,5000,10.65,3,126984
120000,6,5000,14.22,3,126984
100000,1,3000,7.51,3,126986
65000,7,3000,6.39,14,126993
85000,3,5600,8.49,25,126997
96720,9,18000,7.9,7,127040
98000,3,15000,15.96,8,127064
79700,5,10000,9.99,14,127075
97500,6,24000,10.99,6,127077
97500,0,24000,10.99,9,127077
125000,6,10400,5.99,2,127078
72000,4,2500,13.35,11,127082
105000,11,14600,9.91,5,127117
96000,13,12000,11.14,8,127168
96000,4,12000,11.49,9,127168
96000,3,12000,14.79,8,127168
96000,3,12000,13.11,9,127168
96000,5,12000,7.88,6,127168
110000,8,4800,16.49,2,127183
110000,8,4800,7.14,3,127183
96000,3,2400,6.62,9,127187
115000,11,28000,7.9,5,127205
95000,6,20000,13.16,7,127206
85000,8,13000,6.62,6,127212
75000,2,4000,6.92,6,127228
75000,0,4000,7.49,6,127228
85000,5,4500,10.99,8,127229
115000,4,5000,9.99,2,127234
105600,10,10000,10.99,2,127254
78000,11,10000,6.62,12,127271
86000,2,6000,9.99,10,127276
86000,4,6000,7.88,5,127276
98000,2,5000,10.59,6,127281
98000,11,5000,13.79,5,127281
87000,5,7500,13.23,6,127323
121200,2,12000,7.88,2,127355
96000,8,7000,9.91,9,127377
92000,5,6000,6.03,7,127378
92004,12,6000,9.63,6,127383
80600,2,9600,12.21,9,127387
85000,18,12000,7.14,11,127391
70000,2,4200,6.99,12,127393
75000,6,15000,7.51,14,127453
75000,5,15000,10.25,17,127453
75000,5,15000,10.99,13,127453
75000,7,15000,12.68,13,127453
75000,5,15000,7.88,17,127453
110000,3,21000,11.11,10,127461
95000,2,15000,11.26,10,127463
95000,9,15000,10.99,5,127463
95000,3,15000,7.88,9,127463
90000,2,12000,10.99,9,127466
90000,15,12000,10.59,8,127466
90000,3,12000,6.99,6,127466
90000,13,12000,12.73,8,127466
90000,0,12000,10.74,7,127466
90000,5,12000,10.99,10,127466
90000,11,12000,7.88,8,127466
75000,4,7500,13.92,17,127469
90000,2,7500,7.49,8,127474
110000,2,10000,11.48,4,127475
110000,7,10000,7.14,2,127475
110000,5,10000,11.11,3,127475
110000,2,10000,12.21,2,127475
110000,7,10000,9.91,3,127475
100840,10,3600,9.99,4,127476
89000,0,6000,7.14,9,127477
106000,9,5000,9.88,2,127482
90000,2,3000,13.22,5,127484
90000,2,3000,14.22,6,127484
132652,8,25000,11.58,2,127513
99700,11,12000,6.92,8,127549
121000,8,17600,16.35,3,127568
112000,0,12400,11.26,4,127572
102000,10,5000,12.68,3,127582
80000,5,10000,7.49,14,127591
80000,3,10000,6.62,17,127591
80000,5,10000,9.88,12,127591
81000,3,6000,12.98,5,127624
67000,4,3000,5.99,17,127629
70356,12,6000,7.88,13,127647
102000,6,10000,11.14,9,127673
102000,4,10000,6.54,7,127673
102000,7,10000,9.63,9,127673
74000,19,1800,11.26,10,127685
105000,3,35000,14.22,8,127692
102552,4,5600,9.99,2,127698
108717,6,13600,6.91,4,127702
105000,2,14000,13.49,7,127718
95000,4,10000,13.23,9,127721
95000,4,10000,12.53,8,127721
95000,9,10000,7.49,10,127721
95000,8,10000,8.94,6,127721
95000,2,10000,10.65,5,127721
93000,1,7100,7.49,10,127726
85000,0,4000,9.63,7,127730
83500,1,10000,9.91,5,127742
84000,7,10000,7.66,12,127751
82000,0,10000,12.99,12,127751
72000,4,9000,11.36,14,127764
102000,3,15000,10.0,9,127766
106000,10,10000,7.14,3,127774
72600,5,6500,7.74,17,127780
85000,19,15000,6.99,11,127790
102058,4,15000,13.47,8,127847
102058,13,15000,16.82,8,127847
117832,4,13500,9.99,2,127871
94940,5,5000,5.42,6,127896
132150,7,24000,7.9,3,127937
80000,5,20000,10.99,16,127948
102000,12,25000,10.99,10,127953
102000,7,25000,10.36,10,127953
90000,2,16000,18.25,5,127960
80000,6,12000,5.99,9,127962
84996,7,8000,11.99,5,127965
84996,4,8000,6.03,9,127965
110000,1,15000,9.76,2,127968
110000,0,15000,6.17,4,127968
100000,12,12000,6.03,8,127969
100000,12,12000,7.49,10,127969
100000,5,12000,11.71,7,127969
100000,11,12000,11.11,5,127969
100000,2,12000,12.21,5,127969
100000,12,12000,7.88,6,127969
100000,11,12000,10.65,8,127969
100000,2,12000,9.63,10,127969
120000,8,16000,10.37,3,127970
120000,2,16000,6.03,3,127970
120000,3,16000,7.88,4,127970
120000,8,16000,10.37,2,127970
120000,2,16000,9.76,3,127970
80000,11,8000,10.62,5,127970
75000,2,7000,7.9,13,127970
130000,0,15000,11.89,2,127973
70000,0,5000,8.0,16,127973
90000,2,7000,11.66,7,127975
115000,8,10000,6.99,2,127976
115000,5,10000,6.54,3,127976
115000,4,10000,14.26,4,127976
115000,8,10000,10.62,3,127976
115000,8,10000,15.05,2,127976
120000,2,10000,13.22,3,127977
120000,0,10000,11.11,2,127977
120000,0,10000,10.95,2,127977
120000,0,10000,7.29,3,127977
120000,7,10000,8.59,3,127977
120000,7,10000,5.99,3,127977
120000,2,10000,6.03,3,127977
120000,7,10000,11.71,3,127977
120000,2,10000,5.42,2,127977
120000,7,10000,11.86,4,127977
120000,7,10000,7.74,3,127977
120000,3,10000,10.65,2,127977
120000,7,10000,7.49,4,127977
120000,7,10000,12.73,4,127977
120000,0,10000,13.06,4,127977
120000,0,10000,14.27,2,127977
120000,7,10000,10.0,3,127977
120000,5,10000,13.35,4,127977
120000,3,10000,9.91,2,127977
100000,2,7000,7.14,7,127977
100000,11,7000,13.98,8,127977
100000,3,7000,10.65,6,127977
100000,5,7000,11.99,10,127977
108000,5,7000,12.42,3,127979
80000,5,4000,7.74,8,127979
95000,5,5000,7.88,10,127980
95000,12,5000,7.88,10,127980
95000,8,5000,8.49,5,127980
95000,12,5000,7.43,5,127980
